1004629.000,87935.000,97096.000,194.000,27531.000,27789.000,7507.000,4497.000,0.000,0.000,28.000,0.000
15.000,2.000,1.000,0.000,2.000,2.000,1.000,1.000,0.000,0.000,28.000,0.000
861.000,576.000,908.000,1408.000,1325.000,689.000,147.000,139.000,0.000,0.000,36.000,0.000
1470917.000,435491.000,672222.000,182289.000,98441.000,187559.000,119189.000,58204.000,0.000,0.000,32.000,0.000
37.000,9.000,2.000,2.000,3.000,1.000,1.000,3.000,0.000,0.000,29.000,0.000
246309.000,396066.000,79781.000,23837.000,32351.000,46886.000,32949.000,13957.000,0.000,0.000,-139.000,0.000
686468.000,513017.000,133456.000,13498.000,143827.000,607387.000,201523.000,180459.000,0.000,0.000,727.000,0.000
26853.000,48143.000,5482.000,18176.000,13817.000,15985.000,3897.000,2385.000,0.000,0.000,37.000,0.000
2012603.000,1610913.000,951306.000,61549.000,192449.000,508234.000,74041.000,68695.000,0.000,0.000,411.000,0.000
953732.000,155313.000,28207.000,104179.000,119537.000,155538.000,61221.000,31697.000,0.000,0.000,28.000,0.000
258419.000,72253.000,29618.000,48648.000,47248.000,13606.000,12379.000,10859.000,0.000,0.000,604.000,0.000
554289.000,59288.000,6026.000,167339803.000,146190.000,157306.000,56129.000,52458.000,0.000,0.000,682.000,0.000
1453847.000,643786.000,170567.000,177567.000,181267.000,118231.000,9950.000,1607.000,0.000,0.000,28.000,0.000
838579.000,139517.000,35728.000,63395.000,166410.000,65732.000,13106.000,15016.000,0.000,0.000,2047.000,0.000
725613.000,325089.000,76120.000,49926.000,40765.000,30885.000,26899.000,52108.000,0.000,0.000,32.000,0.000
1017374.000,382707.000,27363.000,23846.000,213803.000,180613.000,86943.000,97662.000,0.000,0.000,124.000,0.000
190491.000,39323.000,15755.000,14235.000,12559.000,13808.000,4436.000,530.000,0.000,0.000,1688.000,0.000
187345.000,36230.000,4715.000,4574.000,11957.000,10505.000,8577.000,4433.000,0.000,0.000,27.000,0.000
1843106.000,601136.000,168849.000,239347.000,280145.000,151745.000,49728.000,24749.000,0.000,0.000,2047.000,0.000
123005.000,39237.000,33441.000,30583.000,11605.000,8562.000,10255.000,3392.000,0.000,0.000,-1390.000,0.000
715134.000,20721.000,9908.000,7994.000,4949.000,4095.000,282.000,185.000,0.000,0.000,28.000,0.000
989274.000,250516.000,51126.000,57597.000,112838.000,146412.000,66324.000,33555.000,0.000,0.000,-2011.000,0.000
116673.000,23163.000,31444.000,21100.000,13851.000,7746.000,5139.000,2739.000,0.000,0.000,28.000,0.000
447667.000,147357.000,111508.000,110488.000,16023.000,25461.000,1691.000,1763.000,0.000,0.000,36.000,0.000
1453610.000,398121.000,114972.000,101507.000,36647.000,75298.000,11219.000,14647.000,0.000,0.000,265.000,0.000
216794.000,537681.000,7793.000,265164.000,139481.000,234717.000,172815.000,104362.000,0.000,0.000,2047.000,0.000
196373.000,72660.000,114750.000,75579.000,48475.000,18358.000,24426.000,14482.000,0.000,0.000,-1635.000,0.000
694932.000,61636.000,11163.000,41241.000,9666.000,16835.000,10516.000,9189.000,0.000,0.000,29.000,0.000
892437.000,144589.000,17494.000,13735.000,80130.000,61441.000,22681.000,15404.000,0.000,0.000,29.000,0.000
441536.000,69819.000,55666.000,16655.000,38550.000,31438.000,7434.000,4780.000,0.000,0.000,588.000,0.000
426586.000,40380.000,3240.000,15650.000,24874.000,11873.000,3075.000,1521.000,0.000,0.000,-153.000,0.000
56550.000,20244.000,27191.000,34145.000,14049.000,25242.000,9187.000,3604.000,0.000,0.000,112.000,0.000
456070.000,50392.000,12568.000,59484.000,14691.000,8576.000,2389.000,1525.000,0.000,0.000,-109.000,0.000
654340.000,162711.000,18641.000,174342.000,12989.000,92784.000,13490.000,9233.000,0.000,0.000,208.000,0.000
420259.000,173124.000,19765.000,26517.000,14075.000,14928.000,4327.000,1342.000,50.000,44.000,27.000,0.000
737355.000,90331.000,3172.000,1434.000,3813.000,4386.000,1053.000,389.000,50.000,44.000,29.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
304970.000,272104.000,81516.000,71807.000,281190.000,46860.000,24875.000,17227.000,0.000,0.000,235.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
304970.000,272104.000,81516.000,71807.000,281190.000,46860.000,24875.000,17227.000,0.000,0.000,235.000,0.000
504671.000,40214.000,39438.000,53587.000,16176.000,24045.000,10471.000,2751.000,0.000,0.000,52.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
304970.000,272104.000,81516.000,71807.000,281190.000,46860.000,24875.000,17227.000,0.000,0.000,235.000,0.000
504671.000,40214.000,39438.000,53587.000,16176.000,24045.000,10471.000,2751.000,0.000,0.000,52.000,0.000
1655021.000,222521.000,122819.000,90645.000,101126.000,48640.000,12853.000,3174.000,0.000,0.000,81.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
304970.000,272104.000,81516.000,71807.000,281190.000,46860.000,24875.000,17227.000,0.000,0.000,235.000,0.000
504671.000,40214.000,39438.000,53587.000,16176.000,24045.000,10471.000,2751.000,0.000,0.000,52.000,0.000
1655021.000,222521.000,122819.000,90645.000,101126.000,48640.000,12853.000,3174.000,0.000,0.000,81.000,0.000
635031.000,38730.000,15866.000,29296.000,35744.000,35985.000,2060.000,1979.000,0.000,0.000,-273.000,0.000
930.000,822.000,549.000,538.000,462.000,276.000,86.000,50.000,0.000,0.000,-42.000,0.000
409003.000,62047.000,11794.000,15306.000,20187.000,7779.000,2073.000,1001.000,0.000,0.000,256.000,0.000
304970.000,272104.000,81516.000,71807.000,281190.000,46860.000,24875.000,17227.000,0.000,0.000,235.000,0.000
504671.000,40214.000,39438.000,53587.000,16176.000,24045.000,10471.000,2751.000,0.000,0.000,52.000,0.000
1655021.000,222521.000,122819.000,90645.000,101126.000,48640.000,12853.000,3174.000,0.000,0.000,81.000,0.000
635031.000,38730.000,15866.000,29296.000,35744.000,35985.000,2060.000,1979.000,0.000,0.000,-273.000,0.000
3071764.000,836028.000,307137.000,87868.000,140664.000,53350.000,33867.000,12855.000,0.000,0.000,570.000,0.000
